Bacterial_associate_taxa,Class,Family,Fungal_host_taxa,Genus,Order,Phylum,Superkingdom
Noviherbaspirillum,Eurotiomycetes,Aspergillaceae,Aspergillus,Aspergillus,Eurotiales,Ascomycota,Eukaryota
Noviherbaspirillum,Basidiobolomycetes,Basidiobolaceae,Basidiobolus,Basidiobolus,Basidiobolales,Zoopagomycota,Eukaryota
Noviherbaspirillum,Sordariomycetes,Cordycipitaceae,Beauveria,Beauveria,Hypocreales,Ascomycota,Eukaryota
Noviherbaspirillum,Leotiomycetes,Sclerotiniaceae,Botrytis,Botrytis,Helotiales,Ascomycota,Eukaryota
Noviherbaspirillum,Sordariomycetes,Calcarisporium,Calcarisporium,NA,Hypocreales,Ascomycota,Eukaryota
Noviherbaspirillum,Sordariomycetes,Chaetomiaceae,Chaetomium,Chaetomium,Sordariales,Ascomycota,Eukaryota
Noviherbaspirillum,Entomophthoromycetes,Ancylistaceae,Conidiobolus,Conidiobolus,Entomophthorales,Zoopagomycota,Eukaryota
Noviherbaspirillum,Sordariomycetes,Schizoparmaceae,Coniella,Coniella,Diaporthales,Ascomycota,Eukaryota
Noviherbaspirillum,Sordariomycetes,Coniochaetaceae,Coniochaeta,Coniochaeta,Coniochaetales,Ascomycota,Eukaryota
Noviherbaspirillum,Agaricomycetes,Psathyrellaceae,Coprinellus,Coprinellus,Agaricales,Basidiomycota,Eukaryota
Noviherbaspirillum,Agaricomycetes,Agaricaceae,Coprinus,Coprinus,Agaricales,Basidiomycota,Eukaryota
Noviherbaspirillum,Dothideomycetes,Didymellaceae,Epicoccum,Epicoccum,Pleosporales,Ascomycota,Eukaryota
Noviherbaspirillum,Agaricomycetes,Fistulinaceae,Fistulina,Fistulina,Agaricales,Basidiomycota,Eukaryota
Noviherbaspirillum,Agaricomycetes,Hymenochaetaceae,Fomitiporia,Fomitiporia,Hymenochaetales,Basidiomycota,Eukaryota
Noviherbaspirillum,Sordariomycetes,Nectriaceae,Fusarium,Fusarium,Hypocreales,Ascomycota,Eukaryota
Noviherbaspirillum,Sordariomycetes,Magnaporthaceae,Gaeumannomyces,Gaeumannomyces,Magnaporthales,Ascomycota,Eukaryota
Noviherbaspirillum,Agaricomycetes,Polyporaceae,Ganoderma,Ganoderma,Polyporales,Basidiomycota,Eukaryota
Noviherbaspirillum,Agaricomycetes,Grifolaceae,Grifola,Grifola,Polyporales,Basidiomycota,Eukaryota
Noviherbaspirillum,Agaricomycetes,Gyrodontaceae,Gyrodon,Gyrodon,Boletales,Basidiomycota,Eukaryota
Noviherbaspirillum,Agaricomycetes,Hymenogastraceae,Hebeloma,Hebeloma,Agaricales,Basidiomycota,Eukaryota
Noviherbaspirillum,Agaricomycetes,Hericiaceae,Hericium,Hericium,Russulales,Basidiomycota,Eukaryota
Noviherbaspirillum,Agaricomycetes,Lyophyllaceae,Hypsizygus,Hypsizygus,Agaricales,Basidiomycota,Eukaryota
Noviherbaspirillum,Agaricomycetes,Infundibulicybe,Infundibulicybe,NA,Agaricales,Basidiomycota,Eukaryota
Noviherbaspirillum,Agaricomycetes,Strophariaceae,Kuehneromyces,Kuehneromyces,Agaricales,Basidiomycota,Eukaryota
Noviherbaspirillum,Agaricomycetes,Laetiporaceae,Laetiporus,Laetiporus,Polyporales,Basidiomycota,Eukaryota
Noviherbaspirillum,Agaricomycetes,Clitocybaceae,Lepista,Lepista,Agaricales,Basidiomycota,Eukaryota
Noviherbaspirillum,Agaricomycetes,Lyophyllaceae,Lyophyllum,Lyophyllum,Agaricales,Basidiomycota,Eukaryota
Noviherbaspirillum,Agaricomycetes,Marasmiaceae,Marasmius,Marasmius,Agaricales,Basidiomycota,Eukaryota
Noviherbaspirillum,Pezizomycetes,Morchellaceae,Morchella,Morchella,Pezizales,Ascomycota,Eukaryota
Noviherbaspirillum,Mortierellomycetes,Mortierellaceae,Mortierella,Mortierella,Mortierellales,Mucoromycota,Eukaryota
Noviherbaspirillum,Mucoromycetes,Mucoraceae,Mucor,Mucor,Mucorales,Mucoromycota,Eukaryota
Noviherbaspirillum,Agaricomycetes,Omphalotaceae,Omphalotus,Omphalotus,Agaricales,Basidiomycota,Eukaryota
Noviherbaspirillum,Agaricomycetes,Mycenaceae,Panellus,Panellus,Agaricales,Basidiomycota,Eukaryota
Noviherbaspirillum,Eurotiomycetes,Aspergillaceae,Penicillium,Penicillium,Eurotiales,Ascomycota,Eukaryota
Noviherbaspirillum,Sordariomycetes,Togniniaceae,Phaeoacremonium,Phaeoacremonium,Togniniales,Ascomycota,Eukaryota
Noviherbaspirillum,Eurotiomycetes,Phaeomoniellaceae,Phaeomoniella,Phaeomoniella,Phaeomoniellales,Ascomycota,Eukaryota
Noviherbaspirillum,Agaricomycetes,Pleurotaceae,Pleurotus,Pleurotus,Agaricales,Basidiomycota,Eukaryota
Noviherbaspirillum,Mortierellomycetes,Mortierellaceae,Podila,Podila,Mortierellales,Mucoromycota,Eukaryota
Noviherbaspirillum,Agaricomycetes,Polyporaceae,Polyporus,Polyporus,Polyporales,Basidiomycota,Eukaryota
Noviherbaspirillum,Agaricomycetes,Psathyrellaceae,Psathyrella,Psathyrella,Agaricales,Basidiomycota,Eukaryota
Noviherbaspirillum,Agaricomycetes,Rhizopogonaceae,Rhizopogon,Rhizopogon,Boletales,Basidiomycota,Eukaryota
Noviherbaspirillum,Schizosaccharomycetes,Schizosaccharomycetaceae,Schizosaccharomyces,Schizosaccharomyces,Schizosaccharomycetales,Ascomycota,Eukaryota
Noviherbaspirillum,Sordariomycetes,Sordariaceae,Sordaria,Sordaria,Sordariales,Ascomycota,Eukaryota
Noviherbaspirillum,Agaricomycetes,Stereaceae,Stereum,Stereum,Russulales,Basidiomycota,Eukaryota
Noviherbaspirillum,Agaricomycetes,Strophariaceae,Stropharia,Stropharia,Agaricales,Basidiomycota,Eukaryota
Noviherbaspirillum,Agaricomycetes,Suillaceae,Suillus,Suillus,Boletales,Basidiomycota,Eukaryota
Noviherbaspirillum,Sordariomycetes,Ophiocordycipitaceae,Tolypocladium,Tolypocladium,Hypocreales,Ascomycota,Eukaryota
Noviherbaspirillum,Agaricomycetes,Polyporaceae,Trametes,Trametes,Polyporales,Basidiomycota,Eukaryota
Noviherbaspirillum,Sordariomycetes,Hypocreaceae,Trichoderma,Trichoderma,Hypocreales,Ascomycota,Eukaryota
Noviherbaspirillum,Sordariomycetes,Sporocadaceae,Truncatella,Truncatella,Xylariales,Ascomycota,Eukaryota
Noviherbaspirillum,Umbelopsidomycetes,Umbelopsidaceae,Umbelopsis,Umbelopsis,Umbelopsidales,Mucoromycota,Eukaryota
Novispirillum,Eurotiomycetes,Aspergillaceae,Aspergillus,Aspergillus,Eurotiales,Ascomycota,Eukaryota
Novispirillum,Agaricomycetes,Ceratobasidiaceae,Ceratobasidium,Ceratobasidium,Cantharellales,Basidiomycota,Eukaryota
Novispirillum,Agaricomycetes,Physalacriaceae,Flammulina,Flammulina,Agaricales,Basidiomycota,Eukaryota
Novispirillum,Agaricomycetes,Polyporaceae,Ganoderma,Ganoderma,Polyporales,Basidiomycota,Eukaryota
Novispirillum,Agaricomycetes,Hydnangiaceae,Laccaria,Laccaria,Agaricales,Basidiomycota,Eukaryota
Novispirillum,Agaricomycetes,Agaricaceae,Macrolepiota,Macrolepiota,Agaricales,Basidiomycota,Eukaryota
Novispirillum,Agaricomycetes,Sparassidaceae,Sparassis,Sparassis,Polyporales,Basidiomycota,Eukaryota
Novosphingobium,Dothideomycetes,Pleosporaceae,Alternaria,Alternaria,Pleosporales,Ascomycota,Eukaryota
Novosphingobium,Eurotiomycetes,Aspergillaceae,Aspergillus,Aspergillus,Eurotiales,Ascomycota,Eukaryota
Novosphingobium,Basidiobolomycetes,Basidiobolaceae,Basidiobolus,Basidiobolus,Basidiobolales,Zoopagomycota,Eukaryota
Novosphingobium,Sordariomycetes,Cordycipitaceae,Beauveria,Beauveria,Hypocreales,Ascomycota,Eukaryota
Novosphingobium,Leotiomycetes,Sclerotiniaceae,Botrytis,Botrytis,Helotiales,Ascomycota,Eukaryota
Novosphingobium,Dothideomycetes,Cladosporiaceae,Cladosporium,Cladosporium,Cladosporiales,Ascomycota,Eukaryota
Novosphingobium,Entomophthoromycetes,Ancylistaceae,Conidiobolus,Conidiobolus,Entomophthorales,Zoopagomycota,Eukaryota
Novosphingobium,Sordariomycetes,Schizoparmaceae,Coniella,Coniella,Diaporthales,Ascomycota,Eukaryota
Novosphingobium,Dothideomycetes,Didymellaceae,Didymella,Didymella,Pleosporales,Ascomycota,Eukaryota
Novosphingobium,Dothideomycetes,Didymellaceae,Epicoccum,Epicoccum,Pleosporales,Ascomycota,Eukaryota
Novosphingobium,Agaricomycetes,Fistulinaceae,Fistulina,Fistulina,Agaricales,Basidiomycota,Eukaryota
Novosphingobium,Agaricomycetes,Hymenochaetaceae,Fomitiporia,Fomitiporia,Hymenochaetales,Basidiomycota,Eukaryota
Novosphingobium,Sordariomycetes,Magnaporthaceae,Gaeumannomyces,Gaeumannomyces,Magnaporthales,Ascomycota,Eukaryota
Novosphingobium,Agaricomycetes,Polyporaceae,Ganoderma,Ganoderma,Polyporales,Basidiomycota,Eukaryota
Novosphingobium,Agaricomycetes,Grifolaceae,Grifola,Grifola,Polyporales,Basidiomycota,Eukaryota
Novosphingobium,Agaricomycetes,Gyrodontaceae,Gyrodon,Gyrodon,Boletales,Basidiomycota,Eukaryota
Novosphingobium,Agaricomycetes,Lyophyllaceae,Hypsizygus,Hypsizygus,Agaricales,Basidiomycota,Eukaryota
Novosphingobium,Agaricomycetes,Infundibulicybe,Infundibulicybe,NA,Agaricales,Basidiomycota,Eukaryota
Novosphingobium,Agaricomycetes,Strophariaceae,Kuehneromyces,Kuehneromyces,Agaricales,Basidiomycota,Eukaryota
Novosphingobium,Agaricomycetes,Laetiporaceae,Laetiporus,Laetiporus,Polyporales,Basidiomycota,Eukaryota
Novosphingobium,Mortierellomycetes,Mortierellaceae,Mortierella,Mortierella,Mortierellales,Mucoromycota,Eukaryota
Novosphingobium,Sordariomycetes,Sporocadaceae,Neopestalotiopsis,Neopestalotiopsis,Xylariales,Ascomycota,Eukaryota
Novosphingobium,Agaricomycetes,Omphalotaceae,Omphalotus,Omphalotus,Agaricales,Basidiomycota,Eukaryota
Novosphingobium,Eurotiomycetes,Aspergillaceae,Penicillium,Penicillium,Eurotiales,Ascomycota,Eukaryota
Novosphingobium,Dothideomycetes,Periconiaceae,Periconia,Periconia,Pleosporales,Ascomycota,Eukaryota
Novosphingobium,Eurotiomycetes,Phaeomoniellaceae,Phaeomoniella,Phaeomoniella,Phaeomoniellales,Ascomycota,Eukaryota
Novosphingobium,Agaricomycetes,Pleurotaceae,Pleurotus,Pleurotus,Agaricales,Basidiomycota,Eukaryota
Novosphingobium,Sordariomycetes,Ophiocordycipitaceae,Purpureocillium,Purpureocillium,Hypocreales,Ascomycota,Eukaryota
Novosphingobium,Agaricomycetes,Rhizopogonaceae,Rhizopogon,Rhizopogon,Boletales,Basidiomycota,Eukaryota
Novosphingobium,Agaricomycetes,Stereaceae,Stereum,Stereum,Russulales,Basidiomycota,Eukaryota
Novosphingobium,Sordariomycetes,Hypocreaceae,Trichoderma,Trichoderma,Hypocreales,Ascomycota,Eukaryota
Novosphingobium,Sordariomycetes,Sporocadaceae,Truncatella,Truncatella,Xylariales,Ascomycota,Eukaryota
Novosphingobium,Sordariomycetes,Plectosphaerellaceae,Verticillium,Verticillium,Glomerellales,Ascomycota,Eukaryota
Occallatibacter,Agaricomycetes,Polyporaceae,Polyporus,Polyporus,Polyporales,Basidiomycota,Eukaryota
Ochrobactrum,Dothideomycetes,Pleosporaceae,Alternaria,Alternaria,Pleosporales,Ascomycota,Eukaryota
Ochrobactrum,Eurotiomycetes,Aspergillaceae,Aspergillus,Aspergillus,Eurotiales,Ascomycota,Eukaryota
Ochrobactrum,Eurotiomycetes,Thermoascaceae,Byssochlamys,Paecilomyces,Eurotiales,Ascomycota,Eukaryota
Ochrobactrum,Sordariomycetes,Bionectriaceae,Clonostachys,Clonostachys,Hypocreales,Ascomycota,Eukaryota
Ochrobactrum,Sordariomycetes,Nectriaceae,Fusarium,Fusarium,Hypocreales,Ascomycota,Eukaryota
Ochrobactrum,Agaricomycetes,Grifolaceae,Grifola,Grifola,Polyporales,Basidiomycota,Eukaryota
Ochrobactrum,Agaricomycetes,Hydnangiaceae,Laccaria,Laccaria,Agaricales,Basidiomycota,Eukaryota
Ochrobactrum,Eurotiomycetes,Aspergillaceae,Penicillium,Penicillium,Eurotiales,Ascomycota,Eukaryota
Ochrobactrum,Sordariomycetes,Ophiocordycipitaceae,Purpureocillium,Purpureocillium,Hypocreales,Ascomycota,Eukaryota
Ochrobactrum,Sordariomycetes,Hypocreaceae,Trichoderma,Trichoderma,Hypocreales,Ascomycota,Eukaryota
Oerskovia,Dothideomycetes,Didymellaceae,Didymella,Didymella,Pleosporales,Ascomycota,Eukaryota
Ohtaekwangia,Agaricomycetes,Pleurotaceae,Pleurotus,Pleurotus,Agaricales,Basidiomycota,Eukaryota
Ohtaekwangia,Agaricomycetes,Polyporaceae,Trametes,Trametes,Polyporales,Basidiomycota,Eukaryota
Oligella,Agaricomycetes,Fistulinaceae,Fistulina,Fistulina,Agaricales,Basidiomycota,Eukaryota
Oligoflexus,Basidiobolomycetes,Basidiobolaceae,Basidiobolus,Basidiobolus,Basidiobolales,Zoopagomycota,Eukaryota
Olsenella,Sordariomycetes,Plectosphaerellaceae,Plectosphaerella,Plectosphaerella,Glomerellales,Ascomycota,Eukaryota
Oribacterium,Eurotiomycetes,Phaeomoniellaceae,Phaeomoniella,Phaeomoniella,Phaeomoniellales,Ascomycota,Eukaryota
Ornithinicoccus,Eurotiomycetes,Aspergillaceae,Aspergillus,Aspergillus,Eurotiales,Ascomycota,Eukaryota
Ornithinicoccus,Mortierellomycetes,Mortierellaceae,Mortierella,Mortierella,Mortierellales,Mucoromycota,Eukaryota
Ornithinicoccus,Sordariomycetes,Hypocreaceae,Trichoderma,Trichoderma,Hypocreales,Ascomycota,Eukaryota
Ornithinimicrobium,Dothideomycetes,Pleosporaceae,Alternaria,Alternaria,Pleosporales,Ascomycota,Eukaryota
Ornithinimicrobium,Eurotiomycetes,Aspergillaceae,Aspergillus,Aspergillus,Eurotiales,Ascomycota,Eukaryota
Ornithinimicrobium,Sordariomycetes,Schizoparmaceae,Coniella,Coniella,Diaporthales,Ascomycota,Eukaryota
Ornithinimicrobium,Agaricomycetes,Psathyrellaceae,Coprinellus,Coprinellus,Agaricales,Basidiomycota,Eukaryota
Ornithinimicrobium,Sordariomycetes,Nectriaceae,Fusarium,Fusarium,Hypocreales,Ascomycota,Eukaryota
Ornithinimicrobium,Agaricomycetes,Laetiporaceae,Laetiporus,Laetiporus,Polyporales,Basidiomycota,Eukaryota
Ornithinimicrobium,Agaricomycetes,Pleurotaceae,Pleurotus,Pleurotus,Agaricales,Basidiomycota,Eukaryota
Ornithinimicrobium,Agaricomycetes,Rhizopogonaceae,Rhizopogon,Rhizopogon,Boletales,Basidiomycota,Eukaryota
Ornithinimicrobium,Sordariomycetes,Sporocadaceae,Truncatella,Truncatella,Xylariales,Ascomycota,Eukaryota
Oscillibacter,Sordariomycetes,Magnaporthaceae,Gaeumannomyces,Gaeumannomyces,Magnaporthales,Ascomycota,Eukaryota
Ottowia,Agaricomycetes,Physalacriaceae,Flammulina,Flammulina,Agaricales,Basidiomycota,Eukaryota
Paenarthrobacter,Sordariomycetes,Nectriaceae,Ilyonectria,Ilyonectria,Hypocreales,Ascomycota,Eukaryota
Paenarthrobacter,Agaricomycetes,Agaricaceae,Macrolepiota,Macrolepiota,Agaricales,Basidiomycota,Eukaryota
Paenarthrobacter,Mortierellomycetes,Mortierellaceae,Mortierella,Mortierella,Mortierellales,Mucoromycota,Eukaryota
Paenarthrobacter,Mortierellomycetes,Mortierellaceae,Podila,Podila,Mortierellales,Mucoromycota,Eukaryota
Paenibacillus,Sordariomycetes,Acremonium,Acremonium,NA,Hypocreales,Ascomycota,Eukaryota
Paenibacillus,Dothideomycetes,Pleosporaceae,Alternaria,Alternaria,Pleosporales,Ascomycota,Eukaryota
Paenibacillus,Eurotiomycetes,Thermoascaceae,Byssochlamys,Paecilomyces,Eurotiales,Ascomycota,Eukaryota
Paenibacillus,Sordariomycetes,Diaporthaceae,Diaporthe,Diaporthe,Diaporthales,Ascomycota,Eukaryota
Paenibacillus,Agaricomycetes,Hymenochaetaceae,Fomitiporia,Fomitiporia,Hymenochaetales,Basidiomycota,Eukaryota
Paenibacillus,Sordariomycetes,Nectriaceae,Fusarium,Fusarium,Hypocreales,Ascomycota,Eukaryota
Paenibacillus,Sordariomycetes,Magnaporthaceae,Gaeumannomyces,Gaeumannomyces,Magnaporthales,Ascomycota,Eukaryota
Paenibacillus,Agaricomycetes,Gyrodontaceae,Gyrodon,Gyrodon,Boletales,Basidiomycota,Eukaryota
Paenibacillus,Agaricomycetes,Hydnangiaceae,Laccaria,Laccaria,Agaricales,Basidiomycota,Eukaryota
Paenibacillus,Agaricomycetes,Laetiporaceae,Laetiporus,Laetiporus,Polyporales,Basidiomycota,Eukaryota
Paenibacillus,Pezizomycetes,Morchellaceae,Morchella,Morchella,Pezizales,Ascomycota,Eukaryota
Paenibacillus,Mortierellomycetes,Mortierellaceae,Mortierella,Mortierella,Mortierellales,Mucoromycota,Eukaryota
Paenibacillus,Agaricomycetes,Mycenaceae,Panellus,Panellus,Agaricales,Basidiomycota,Eukaryota
Paenibacillus,Eurotiomycetes,Aspergillaceae,Penicillium,Penicillium,Eurotiales,Ascomycota,Eukaryota
Paenibacillus,Dothideomycetes,Periconiaceae,Periconia,Periconia,Pleosporales,Ascomycota,Eukaryota
Paenibacillus,Agaricomycetes,Pleurotaceae,Pleurotus,Pleurotus,Agaricales,Basidiomycota,Eukaryota
Paenibacillus,Agaricomycetes,Polyporaceae,Trametes,Trametes,Polyporales,Basidiomycota,Eukaryota
Paeniglutamicibacter,Dothideomycetes,Pleosporaceae,Alternaria,Alternaria,Pleosporales,Ascomycota,Eukaryota
Paenisporosarcina,Sordariomycetes,Nectriaceae,Fusarium,Fusarium,Hypocreales,Ascomycota,Eukaryota
Pajaroellobacter,Eurotiomycetes,Malbrancheaceae,Auxarthron,Malbranchea,Onygenales,Ascomycota,Eukaryota
Pajaroellobacter,Dothideomycetes,Cladosporiaceae,Cladosporium,Cladosporium,Cladosporiales,Ascomycota,Eukaryota
Pajaroellobacter,Sordariomycetes,Bionectriaceae,Clonostachys,Clonostachys,Hypocreales,Ascomycota,Eukaryota
Pajaroellobacter,Sordariomycetes,Nectriaceae,Fusarium,Fusarium,Hypocreales,Ascomycota,Eukaryota
Pajaroellobacter,Sordariomycetes,Nectriaceae,Ilyonectria,Ilyonectria,Hypocreales,Ascomycota,Eukaryota
Pajaroellobacter,Mortierellomycetes,Mortierellaceae,Mortierella,Mortierella,Mortierellales,Mucoromycota,Eukaryota
Pajaroellobacter,Agaricomycetes,Pleurotaceae,Pleurotus,Pleurotus,Agaricales,Basidiomycota,Eukaryota
Pajaroellobacter,Leotiomycetes,Pseudogymnoascus,Pseudogymnoascus,NA,Pseudeurotiaceae,Ascomycota,Eukaryota
Paludibacter,Dothideomycetes,Didymellaceae,Epicoccum,Epicoccum,Pleosporales,Ascomycota,Eukaryota
Paludibaculum,Mortierellomycetes,Mortierellaceae,Mortierella,Mortierella,Mortierellales,Mucoromycota,Eukaryota
Paludisphaera,Sordariomycetes,Magnaporthaceae,Gaeumannomyces,Gaeumannomyces,Magnaporthales,Ascomycota,Eukaryota
Paludisphaera,Agaricomycetes,Marasmiaceae,Marasmius,Marasmius,Agaricales,Basidiomycota,Eukaryota
Paludisphaera,Agaricomycetes,Stereaceae,Stereum,Stereum,Russulales,Basidiomycota,Eukaryota
Pannonibacter,Sordariomycetes,Acremonium,Acremonium,NA,Hypocreales,Ascomycota,Eukaryota
Pannonibacter,Agaricomycetes,Strophariaceae,Agrocybe,Agrocybe,Agaricales,Basidiomycota,Eukaryota
Pannonibacter,Dothideomycetes,Pleosporaceae,Alternaria,Alternaria,Pleosporales,Ascomycota,Eukaryota
Pannonibacter,Agaricomycetes,Physalacriaceae,Armillaria,Armillaria,Agaricales,Basidiomycota,Eukaryota
Pannonibacter,Eurotiomycetes,Aspergillaceae,Aspergillus,Aspergillus,Eurotiales,Ascomycota,Eukaryota
Pannonibacter,Basidiobolomycetes,Basidiobolaceae,Basidiobolus,Basidiobolus,Basidiobolales,Zoopagomycota,Eukaryota
Pannonibacter,Sordariomycetes,Cordycipitaceae,Beauveria,Beauveria,Hypocreales,Ascomycota,Eukaryota
Pannonibacter,Leotiomycetes,Sclerotiniaceae,Botrytis,Botrytis,Helotiales,Ascomycota,Eukaryota
Pannonibacter,Sordariomycetes,Calcarisporium,Calcarisporium,NA,Hypocreales,Ascomycota,Eukaryota
Pannonibacter,Agaricomycetes,Ceratobasidiaceae,Ceratobasidium,Ceratobasidium,Cantharellales,Basidiomycota,Eukaryota
Pannonibacter,Sordariomycetes,Chaetomiaceae,Chaetomium,Chaetomium,Sordariales,Ascomycota,Eukaryota
Pannonibacter,Entomophthoromycetes,Ancylistaceae,Conidiobolus,Conidiobolus,Entomophthorales,Zoopagomycota,Eukaryota
Pannonibacter,Sordariomycetes,Schizoparmaceae,Coniella,Coniella,Diaporthales,Ascomycota,Eukaryota
Pannonibacter,Agaricomycetes,Psathyrellaceae,Coprinellus,Coprinellus,Agaricales,Basidiomycota,Eukaryota
Pannonibacter,Agaricomycetes,Agaricaceae,Coprinus,Coprinus,Agaricales,Basidiomycota,Eukaryota
Pannonibacter,Dothideomycetes,Didymellaceae,Epicoccum,Epicoccum,Pleosporales,Ascomycota,Eukaryota
Pannonibacter,Agaricomycetes,Fistulinaceae,Fistulina,Fistulina,Agaricales,Basidiomycota,Eukaryota
Pannonibacter,Agaricomycetes,Hymenochaetaceae,Fomitiporia,Fomitiporia,Hymenochaetales,Basidiomycota,Eukaryota
Pannonibacter,Sordariomycetes,Nectriaceae,Fusarium,Fusarium,Hypocreales,Ascomycota,Eukaryota
Pannonibacter,Sordariomycetes,Magnaporthaceae,Gaeumannomyces,Gaeumannomyces,Magnaporthales,Ascomycota,Eukaryota
Pannonibacter,Agaricomycetes,Polyporaceae,Ganoderma,Ganoderma,Polyporales,Basidiomycota,Eukaryota
Pannonibacter,Agaricomycetes,Grifolaceae,Grifola,Grifola,Polyporales,Basidiomycota,Eukaryota
Pannonibacter,Agaricomycetes,Gyrodontaceae,Gyrodon,Gyrodon,Boletales,Basidiomycota,Eukaryota
Pannonibacter,Agaricomycetes,Hymenogastraceae,Hebeloma,Hebeloma,Agaricales,Basidiomycota,Eukaryota
Pannonibacter,Agaricomycetes,Hericiaceae,Hericium,Hericium,Russulales,Basidiomycota,Eukaryota
Pannonibacter,Agaricomycetes,Lyophyllaceae,Hypsizygus,Hypsizygus,Agaricales,Basidiomycota,Eukaryota
Pannonibacter,Agaricomycetes,Infundibulicybe,Infundibulicybe,NA,Agaricales,Basidiomycota,Eukaryota
Pannonibacter,Agaricomycetes,Strophariaceae,Kuehneromyces,Kuehneromyces,Agaricales,Basidiomycota,Eukaryota
Pannonibacter,Agaricomycetes,Hydnangiaceae,Laccaria,Laccaria,Agaricales,Basidiomycota,Eukaryota
Pannonibacter,Agaricomycetes,Laetiporaceae,Laetiporus,Laetiporus,Polyporales,Basidiomycota,Eukaryota
Pannonibacter,Agaricomycetes,Clitocybaceae,Lepista,Lepista,Agaricales,Basidiomycota,Eukaryota
Pannonibacter,Agaricomycetes,Lyophyllaceae,Lyophyllum,Lyophyllum,Agaricales,Basidiomycota,Eukaryota
Pannonibacter,Agaricomycetes,Agaricaceae,Macrolepiota,Macrolepiota,Agaricales,Basidiomycota,Eukaryota
Pannonibacter,Agaricomycetes,Marasmiaceae,Marasmius,Marasmius,Agaricales,Basidiomycota,Eukaryota
Pannonibacter,Pezizomycetes,Morchellaceae,Morchella,Morchella,Pezizales,Ascomycota,Eukaryota
Pannonibacter,Mucoromycetes,Mucoraceae,Mucor,Mucor,Mucorales,Mucoromycota,Eukaryota
Pannonibacter,Agaricomycetes,Omphalotaceae,Omphalotus,Omphalotus,Agaricales,Basidiomycota,Eukaryota
Pannonibacter,Agaricomycetes,Mycenaceae,Panellus,Panellus,Agaricales,Basidiomycota,Eukaryota
Pannonibacter,Eurotiomycetes,Aspergillaceae,Penicillium,Penicillium,Eurotiales,Ascomycota,Eukaryota
Pannonibacter,Sordariomycetes,Togniniaceae,Phaeoacremonium,Phaeoacremonium,Togniniales,Ascomycota,Eukaryota
Pannonibacter,Eurotiomycetes,Phaeomoniellaceae,Phaeomoniella,Phaeomoniella,Phaeomoniellales,Ascomycota,Eukaryota
Pannonibacter,Agaricomycetes,Pleurotaceae,Pleurotus,Pleurotus,Agaricales,Basidiomycota,Eukaryota
Pannonibacter,Agaricomycetes,Polyporaceae,Polyporus,Polyporus,Polyporales,Basidiomycota,Eukaryota
Pannonibacter,Agaricomycetes,Psathyrellaceae,Psathyrella,Psathyrella,Agaricales,Basidiomycota,Eukaryota
Pannonibacter,Agaricomycetes,Rhizopogonaceae,Rhizopogon,Rhizopogon,Boletales,Basidiomycota,Eukaryota
Pannonibacter,Schizosaccharomycetes,Schizosaccharomycetaceae,Schizosaccharomyces,Schizosaccharomyces,Schizosaccharomycetales,Ascomycota,Eukaryota
Pannonibacter,Sordariomycetes,Sordariaceae,Sordaria,Sordaria,Sordariales,Ascomycota,Eukaryota
Pannonibacter,Agaricomycetes,Sparassidaceae,Sparassis,Sparassis,Polyporales,Basidiomycota,Eukaryota
Pannonibacter,Agaricomycetes,Stereaceae,Stereum,Stereum,Russulales,Basidiomycota,Eukaryota
Pannonibacter,Agaricomycetes,Strophariaceae,Stropharia,Stropharia,Agaricales,Basidiomycota,Eukaryota
Pannonibacter,Sordariomycetes,Ophiocordycipitaceae,Tolypocladium,Tolypocladium,Hypocreales,Ascomycota,Eukaryota
Pannonibacter,Agaricomycetes,Polyporaceae,Trametes,Trametes,Polyporales,Basidiomycota,Eukaryota
Pannonibacter,Sordariomycetes,Hypocreaceae,Trichoderma,Trichoderma,Hypocreales,Ascomycota,Eukaryota
Pannonibacter,Sordariomycetes,Sporocadaceae,Truncatella,Truncatella,Xylariales,Ascomycota,Eukaryota
Pannonibacter,Sordariomycetes,Plectosphaerellaceae,Verticillium,Verticillium,Glomerellales,Ascomycota,Eukaryota
Paraburkholderia,Eurotiomycetes,Aspergillaceae,Aspergillus,Aspergillus,Eurotiales,Ascomycota,Eukaryota
Paraburkholderia,Sordariomycetes,Beltraniaceae,Beltrania,Beltrania,Xylariales,Ascomycota,Eukaryota
Paraburkholderia,Agaricomycetes,Ceratobasidiaceae,Ceratobasidium,Ceratobasidium,Cantharellales,Basidiomycota,Eukaryota
Paraburkholderia,Sordariomycetes,Bionectriaceae,Clonostachys,Clonostachys,Hypocreales,Ascomycota,Eukaryota
Paraburkholderia,Agaricomycetes,Grifolaceae,Grifola,Grifola,Polyporales,Basidiomycota,Eukaryota
Paraburkholderia,Saccharomycetes,Debaryomycetaceae,Meyerozyma,Meyerozyma,Saccharomycetales,Ascomycota,Eukaryota
Paraburkholderia,Agaricomycetes,Pleurotaceae,Pleurotus,Pleurotus,Agaricales,Basidiomycota,Eukaryota
Paraburkholderia,Leotiomycetes,Pseudogymnoascus,Pseudogymnoascus,NA,Pseudeurotiaceae,Ascomycota,Eukaryota
Paraburkholderia,Sordariomycetes,Ophiocordycipitaceae,Purpureocillium,Purpureocillium,Hypocreales,Ascomycota,Eukaryota
Paraburkholderia,Agaricomycetes,Rhizopogonaceae,Rhizopogon,Rhizopogon,Boletales,Basidiomycota,Eukaryota
