Bacterial_associate_taxa,Class,Family,Fungal_host_taxa,Genus,Order,Phylum,Superkingdom
Comamonadaceae,Betaproteobacteria,Comamonadaceae,Xylaria,NA,Burkholderiales,Proteobacteria,Bacteria
Comamonadaceae,Betaproteobacteria,Comamonadaceae,Fusarium,NA,Burkholderiales,Proteobacteria,Bacteria
Comamonadaceae,Betaproteobacteria,Comamonadaceae,Gliocladiopsis,NA,Burkholderiales,Proteobacteria,Bacteria
Comamonadaceae,Betaproteobacteria,Comamonadaceae,Lecythophora,NA,Burkholderiales,Proteobacteria,Bacteria
Comamonadaceae,Betaproteobacteria,Comamonadaceae,Agaricales,NA,Burkholderiales,Proteobacteria,Bacteria
Sphingobium,Alphaproteobacteria,Sphingomonadaceae,Fusarium,Sphingobium,Sphingomonadales,Proteobacteria,Bacteria
Tenericutes,NA,NA,Fusarium,NA,NA,Tenericutes,Bacteria
Serratia,Gammaproteobacteria,Yersiniaceae,Fusarium,Serratia,Enterobacterales,Proteobacteria,Bacteria
Pseudochrobactrum,Alphaproteobacteria,Brucellaceae,Fusarium,Pseudochrobactrum,Hyphomicrobiales,Proteobacteria,Bacteria
Stenotrophomonas,Gammaproteobacteria,Xanthomonadaceae,Nectriaceae,Stenotrophomonas,Xanthomonadales,Proteobacteria,Bacteria
Stenotrophomonas,Gammaproteobacteria,Xanthomonadaceae,Calonectria,Stenotrophomonas,Xanthomonadales,Proteobacteria,Bacteria
Pelomonas,Betaproteobacteria,Comamonadaceae,Xylaria,Pelomonas,Burkholderiales,Proteobacteria,Bacteria
Dermacoccus,Actinomycetia,Dermacoccaceae,Xylaria,Dermacoccus,Micrococcales,Actinobacteria,Bacteria
Propionibacterium,Actinomycetia,Propionibacteriaceae,Hypoxylon,Propionibacterium,Propionibacteriales,Actinobacteria,Bacteria
Propionibacterium,Actinomycetia,Propionibacteriaceae,Xylaria,Propionibacterium,Propionibacteriales,Actinobacteria,Bacteria
Propionibacterium,Actinomycetia,Propionibacteriaceae,Entonaema,Propionibacterium,Propionibacteriales,Actinobacteria,Bacteria
Propionibacterium,Actinomycetia,Propionibacteriaceae,Nemania,Propionibacterium,Propionibacteriales,Actinobacteria,Bacteria
Streptococcus,Bacilli,Streptococcaceae,Xylaria,Streptococcus,Lactobacillales,Firmicutes,Bacteria
Paracoccus,Alphaproteobacteria,Rhodobacteraceae,Xylaria,Paracoccus,Rhodobacterales,Proteobacteria,Bacteria
Rheinheimera,Gammaproteobacteria,Chromatiaceae,Xylaria,Rheinheimera,Chromatiales,Proteobacteria,Bacteria
Haemophilus,Gammaproteobacteria,Pasteurellaceae,Xylaria,Haemophilus,Pasteurellales,Proteobacteria,Bacteria
Ralstonia,Betaproteobacteria,Burkholderiaceae,Fusarium,Ralstonia,Burkholderiales,Proteobacteria,Bacteria
Ralstonia,Betaproteobacteria,Burkholderiaceae,Jobellisia,Ralstonia,Burkholderiales,Proteobacteria,Bacteria
Ralstonia,Betaproteobacteria,Burkholderiaceae,Xylaria,Ralstonia,Burkholderiales,Proteobacteria,Bacteria
Ralstonia,Betaproteobacteria,Burkholderiaceae,Nectriaceae,Ralstonia,Burkholderiales,Proteobacteria,Bacteria
Ralstonia,Betaproteobacteria,Burkholderiaceae,Nemania,Ralstonia,Burkholderiales,Proteobacteria,Bacteria
Ralstonia,Betaproteobacteria,Burkholderiaceae,Entonaema,Ralstonia,Burkholderiales,Proteobacteria,Bacteria
Granulicatella,Bacilli,Carnobacteriaceae,Xylaria,Granulicatella,Lactobacillales,Firmicutes,Bacteria
Chryseobacterium,Flavobacteriia,Weeksellaceae,Nemania,Chryseobacterium,Flavobacteriales,Bacteroidota,Bacteria
Chryseobacterium,Flavobacteriia,Weeksellaceae,Xylaria,Chryseobacterium,Flavobacteriales,Bacteroidota,Bacteria
Moraxella,Gammaproteobacteria,Moraxellaceae,Fusarium,Moraxella,Moraxellales,Proteobacteria,Bacteria
Bradyrhizobium,Alphaproteobacteria,Nitrobacteraceae,Nectriaceae,Bradyrhizobium,Hyphomicrobiales,Proteobacteria,Bacteria
Sediminibacterium,Chitinophagia,Chitinophagaceae,Xylaria,Sediminibacterium,Chitinophagales,Bacteroidota,Bacteria
Sediminibacterium,Chitinophagia,Chitinophagaceae,Fusarium,Sediminibacterium,Chitinophagales,Bacteroidota,Bacteria
Bradyrhizobiaceae,Alphaproteobacteria,Nitrobacteraceae,Xylaria,NA,Hyphomicrobiales,Proteobacteria,Bacteria
Kocuria,Actinomycetia,Micrococcaceae,Xylaria,Kocuria,Micrococcales,Actinobacteria,Bacteria
Globicatella,Bacilli,Aerococcaceae,Xylaria,Globicatella,Lactobacillales,Firmicutes,Bacteria
Lautropia,Betaproteobacteria,Burkholderiaceae,Fusarium,Lautropia,Burkholderiales,Proteobacteria,Bacteria
Facklamia,Bacilli,Aerococcaceae,Fusarium,Facklamia,Lactobacillales,Firmicutes,Bacteria
Tatumella,Gammaproteobacteria,Erwiniaceae,Nectriaceae,Tatumella,Enterobacterales,Proteobacteria,Bacteria
Curvibacter,Betaproteobacteria,Comamonadaceae,Nectriaceae,Curvibacter,Burkholderiales,Proteobacteria,Bacteria
Veillonella,Negativicutes,Veillonellaceae,Xylaria,Veillonella,Veillonellales,Firmicutes,Bacteria
Janthinobacterium,Betaproteobacteria,Oxalobacteraceae,Xylaria,Janthinobacterium,Burkholderiales,Proteobacteria,Bacteria
Gammaproteobacteria,Gammaproteobacteria,NA,Xylaria,NA,NA,Proteobacteria,Bacteria
Xanthomonas,Gammaproteobacteria,Xanthomonadaceae,Xylaria,Xanthomonas,Xanthomonadales,Proteobacteria,Bacteria
Actinoplanes,Actinomycetia,Micromonosporaceae,Fusarium,Actinoplanes,Micromonosporales,Actinobacteria,Bacteria
Rhizobiales,Alphaproteobacteria,NA,Stachybotrys,NA,Hyphomicrobiales,Proteobacteria,Bacteria
Streptomyces,Actinomycetia,Streptomycetaceae,Fusarium,Streptomyces,Streptomycetales,Actinobacteria,Bacteria
Rhodopseudomonas,Alphaproteobacteria,Nitrobacteraceae,Fusarium,Rhodopseudomonas,Hyphomicrobiales,Proteobacteria,Bacteria
Perlucidibaca,Gammaproteobacteria,Perlucidibacaceae,Fusarium,Perlucidibaca,Pseudomonadales,Proteobacteria,Bacteria
Pandoraea,Betaproteobacteria,Burkholderiaceae,Xylaria,Pandoraea,Burkholderiales,Proteobacteria,Bacteria
Pandoraea,Betaproteobacteria,Burkholderiaceae,Hypoxylon,Pandoraea,Burkholderiales,Proteobacteria,Bacteria
Pandoraea,Betaproteobacteria,Burkholderiaceae,Fusarium,Pandoraea,Burkholderiales,Proteobacteria,Bacteria
Burkholderia,Betaproteobacteria,Burkholderiaceae,Stachylidium,Burkholderia,Burkholderiales,Proteobacteria,Bacteria
Sphingomonas,Alphaproteobacteria,Sphingomonadaceae,Stachylidium,Sphingomonas,Sphingomonadales,Proteobacteria,Bacteria
Actinobacteria,NA,NA,Bifiguratus,NA,NA,Actinobacteria,Bacteria
Actinomycetales,Actinomycetia,NA,Bifiguratus,NA,Actinomycetales,Actinobacteria,Bacteria
Atopostipes,Bacilli,Carnobacteriaceae,Bifiguratus,Atopostipes,Lactobacillales,Firmicutes,Bacteria
Bacillus,Bacilli,Bacillaceae,Bifiguratus,Bacillus,Bacillales,Firmicutes,Bacteria
Brevundimonas,Alphaproteobacteria,Caulobacteraceae,Bifiguratus,Brevundimonas,Caulobacterales,Proteobacteria,Bacteria
Burkholderiales,Betaproteobacteria,NA,Bifiguratus,NA,Burkholderiales,Proteobacteria,Bacteria
Comamonadaceae,Betaproteobacteria,Comamonadaceae,Bifiguratus,NA,Burkholderiales,Proteobacteria,Bacteria
Flavobacteriaceae,Flavobacteriia,Flavobacteriaceae,Bifiguratus,NA,Flavobacteriales,Bacteroidota,Bacteria
Gammaproteobacteria,Gammaproteobacteria,NA,Bifiguratus,NA,NA,Proteobacteria,Bacteria
Kocuria,Actinomycetia,Micrococcaceae,Bifiguratus,Kocuria,Micrococcales,Actinobacteria,Bacteria
Massilia,Betaproteobacteria,Oxalobacteraceae,Bifiguratus,Massilia,Burkholderiales,Proteobacteria,Bacteria
Methylobacterium,Alphaproteobacteria,Methylobacteriaceae,Bifiguratus,Methylobacterium,Hyphomicrobiales,Proteobacteria,Bacteria
Paracoccus,Alphaproteobacteria,Rhodobacteraceae,Bifiguratus,Paracoccus,Rhodobacterales,Proteobacteria,Bacteria
Pelomonas,Betaproteobacteria,Comamonadaceae,Bifiguratus,Pelomonas,Burkholderiales,Proteobacteria,Bacteria
Propionibacterium,Actinomycetia,Propionibacteriaceae,Bifiguratus,Propionibacterium,Propionibacteriales,Actinobacteria,Bacteria
Ralstonia,Betaproteobacteria,Burkholderiaceae,Bifiguratus,Ralstonia,Burkholderiales,Proteobacteria,Bacteria
Rhodobacteraceae,Alphaproteobacteria,Rhodobacteraceae,Bifiguratus,NA,Rhodobacterales,Proteobacteria,Bacteria
Staphylococcus,Bacilli,Staphylococcaceae,Bifiguratus,Staphylococcus,Bacillales,Firmicutes,Bacteria
Streptococcus,Bacilli,Streptococcaceae,Bifiguratus,Streptococcus,Lactobacillales,Firmicutes,Bacteria
Stenotrophomonas,Gammaproteobacteria,Xanthomonadaceae,Bifiguratus,Stenotrophomonas,Xanthomonadales,Proteobacteria,Bacteria
Bradyrhizobium,Alphaproteobacteria,Nitrobacteraceae,Mucor,Bradyrhizobium,Hyphomicrobiales,Proteobacteria,Bacteria
Rhodanobacter,Gammaproteobacteria,Rhodanobacteraceae,Mucor,Rhodanobacter,Xanthomonadales,Proteobacteria,Bacteria
Stenotrophomonas,Gammaproteobacteria,Xanthomonadaceae,Mucor,Stenotrophomonas,Xanthomonadales,Proteobacteria,Bacteria
Burkholderia,Betaproteobacteria,Burkholderiaceae,Mucor,Burkholderia,Burkholderiales,Proteobacteria,Bacteria
Pseudomonas,Gammaproteobacteria,Pseudomonadaceae,Mucor,Pseudomonas,Pseudomonadales,Proteobacteria,Bacteria
Serratia,Gammaproteobacteria,Yersiniaceae,Mucor,Serratia,Enterobacterales,Proteobacteria,Bacteria
Streptomyces,Actinomycetia,Streptomycetaceae,Aspergillus,Streptomyces,Streptomycetales,Actinobacteria,Bacteria
Uncultured bacterium clone EU236303,N/A,N/A,Penicillium,Uncultured bacterium clone EU236303,N/A,N/A,Bacteria
Burkholderia,Betaproteobacteria,Burkholderiaceae,Penicillium,Burkholderia,Burkholderiales,Proteobacteria,Bacteria
Actinobacteria,NA,NA,Penicillium,NA,NA,Actinobacteria,Bacteria
Bacteroidetes,NA,NA,Penicillium,NA,NA,Bacteroidota,Bacteria
Firmicutes,NA,NA,Penicillium,NA,NA,Firmicutes,Bacteria
Deltaproteobacteria,Deltaproteobacteria,NA,Penicillium,NA,NA,Proteobacteria,Bacteria
Gammaproteobacteria,Gammaproteobacteria,NA,Penicillium,NA,NA,Proteobacteria,Bacteria
Alphaproteobacteria,Alphaproteobacteria,NA,Penicillium,NA,NA,Proteobacteria,Bacteria
Betaproteobacteria,Betaproteobacteria,NA,Penicillium,NA,NA,Proteobacteria,Bacteria
Paraburkholderia,Betaproteobacteria,Burkholderiaceae,Umbelopsis,Paraburkholderia,Burkholderiales,Proteobacteria,Bacteria
Paraburkholderia,Betaproteobacteria,Burkholderiaceae,Mortierella,Paraburkholderia,Burkholderiales,Proteobacteria,Bacteria
Paraburkholderia,Betaproteobacteria,Burkholderiaceae,Mucor,Paraburkholderia,Burkholderiales,Proteobacteria,Bacteria
Abiotrophia,Bacilli,Aerococcaceae,Gaeumannomyces,Abiotrophia,Lactobacillales,Firmicutes,Bacteria
Abiotrophia,Bacilli,Aerococcaceae,Penicillium,Abiotrophia,Lactobacillales,Firmicutes,Bacteria
Abiotrophia,Bacilli,Aerococcaceae,Plectosphaerella,Abiotrophia,Lactobacillales,Firmicutes,Bacteria
Abiotrophia,Bacilli,Aerococcaceae,Psathyrella,Abiotrophia,Lactobacillales,Firmicutes,Bacteria
Acetitomaculum,Clostridia,Lachnospiraceae,Alternaria,Acetitomaculum,Eubacteriales,Firmicutes,Bacteria
Acetobacterium,Clostridia,Eubacteriaceae,Fusarium,Acetobacterium,Eubacteriales,Firmicutes,Bacteria
Achromobacter,Betaproteobacteria,Alcaligenaceae,Aspergillus,Achromobacter,Burkholderiales,Proteobacteria,Bacteria
Achromobacter,Betaproteobacteria,Alcaligenaceae,Cladosporium,Achromobacter,Burkholderiales,Proteobacteria,Bacteria
Achromobacter,Betaproteobacteria,Alcaligenaceae,Dactylonectria,Achromobacter,Burkholderiales,Proteobacteria,Bacteria
Achromobacter,Betaproteobacteria,Alcaligenaceae,Diaporthe,Achromobacter,Burkholderiales,Proteobacteria,Bacteria
Achromobacter,Betaproteobacteria,Alcaligenaceae,Didymella,Achromobacter,Burkholderiales,Proteobacteria,Bacteria
Achromobacter,Betaproteobacteria,Alcaligenaceae,Fusarium,Achromobacter,Burkholderiales,Proteobacteria,Bacteria
Achromobacter,Betaproteobacteria,Alcaligenaceae,Kalmusia,Achromobacter,Burkholderiales,Proteobacteria,Bacteria
Achromobacter,Betaproteobacteria,Alcaligenaceae,Meyerozyma,Achromobacter,Burkholderiales,Proteobacteria,Bacteria
Achromobacter,Betaproteobacteria,Alcaligenaceae,Neopyrenochaeta,Achromobacter,Burkholderiales,Proteobacteria,Bacteria
Achromobacter,Betaproteobacteria,Alcaligenaceae,Penicillium,Achromobacter,Burkholderiales,Proteobacteria,Bacteria
Achromobacter,Betaproteobacteria,Alcaligenaceae,Pestalotiopsis,Achromobacter,Burkholderiales,Proteobacteria,Bacteria
Achromobacter,Betaproteobacteria,Alcaligenaceae,Plectosphaerella,Achromobacter,Burkholderiales,Proteobacteria,Bacteria
Achromobacter,Betaproteobacteria,Alcaligenaceae,Purpureocillium,Achromobacter,Burkholderiales,Proteobacteria,Bacteria
Acidibacter,Gammaproteobacteria,NA,Alternaria,NA,Acidibacter,Proteobacteria,Bacteria
Acidibacter,Gammaproteobacteria,NA,Aspergillus,NA,Acidibacter,Proteobacteria,Bacteria
Acidibacter,Gammaproteobacteria,NA,Beauveria,NA,Acidibacter,Proteobacteria,Bacteria
Acidibacter,Gammaproteobacteria,NA,Fusarium,NA,Acidibacter,Proteobacteria,Bacteria
Acidibacter,Gammaproteobacteria,NA,Metapochonia,NA,Acidibacter,Proteobacteria,Bacteria
Acidibacter,Gammaproteobacteria,NA,Morchella,NA,Acidibacter,Proteobacteria,Bacteria
Acidibacter,Gammaproteobacteria,NA,Mortierella,NA,Acidibacter,Proteobacteria,Bacteria
Acidibacter,Gammaproteobacteria,NA,Trametes,NA,Acidibacter,Proteobacteria,Bacteria
Acidibacter,Gammaproteobacteria,NA,Trichoderma,NA,Acidibacter,Proteobacteria,Bacteria
Acidovorax,Betaproteobacteria,Comamonadaceae,Alternaria,Acidovorax,Burkholderiales,Proteobacteria,Bacteria
Acidovorax,Betaproteobacteria,Comamonadaceae,Aspergillus,Acidovorax,Burkholderiales,Proteobacteria,Bacteria
Acidovorax,Betaproteobacteria,Comamonadaceae,Aureobasidium,Acidovorax,Burkholderiales,Proteobacteria,Bacteria
Acidovorax,Betaproteobacteria,Comamonadaceae,Beauveria,Acidovorax,Burkholderiales,Proteobacteria,Bacteria
Acidovorax,Betaproteobacteria,Comamonadaceae,Cladosporium,Acidovorax,Burkholderiales,Proteobacteria,Bacteria
Acidovorax,Betaproteobacteria,Comamonadaceae,Coprinus,Acidovorax,Burkholderiales,Proteobacteria,Bacteria
Acidovorax,Betaproteobacteria,Comamonadaceae,Diaporthe,Acidovorax,Burkholderiales,Proteobacteria,Bacteria
Acidovorax,Betaproteobacteria,Comamonadaceae,Didymella,Acidovorax,Burkholderiales,Proteobacteria,Bacteria
Acidovorax,Betaproteobacteria,Comamonadaceae,Fusarium,Acidovorax,Burkholderiales,Proteobacteria,Bacteria
Acidovorax,Betaproteobacteria,Comamonadaceae,Ganoderma,Acidovorax,Burkholderiales,Proteobacteria,Bacteria
Acidovorax,Betaproteobacteria,Comamonadaceae,Grifola,Acidovorax,Burkholderiales,Proteobacteria,Bacteria
Acidovorax,Betaproteobacteria,Comamonadaceae,Ilyonectria,Acidovorax,Burkholderiales,Proteobacteria,Bacteria
Acidovorax,Betaproteobacteria,Comamonadaceae,Infundibulicybe,Acidovorax,Burkholderiales,Proteobacteria,Bacteria
Acidovorax,Betaproteobacteria,Comamonadaceae,Kuehneromyces,Acidovorax,Burkholderiales,Proteobacteria,Bacteria
Acidovorax,Betaproteobacteria,Comamonadaceae,Laccaria,Acidovorax,Burkholderiales,Proteobacteria,Bacteria
Acidovorax,Betaproteobacteria,Comamonadaceae,Marasmius,Acidovorax,Burkholderiales,Proteobacteria,Bacteria
Acidovorax,Betaproteobacteria,Comamonadaceae,Mortierella,Acidovorax,Burkholderiales,Proteobacteria,Bacteria
Acidovorax,Betaproteobacteria,Comamonadaceae,Penicillium,Acidovorax,Burkholderiales,Proteobacteria,Bacteria
Acidovorax,Betaproteobacteria,Comamonadaceae,Phaeomoniella,Acidovorax,Burkholderiales,Proteobacteria,Bacteria
Acidovorax,Betaproteobacteria,Comamonadaceae,Pseudogymnoascus,Acidovorax,Burkholderiales,Proteobacteria,Bacteria
Acidovorax,Betaproteobacteria,Comamonadaceae,Sparassis,Acidovorax,Burkholderiales,Proteobacteria,Bacteria
Acidovorax,Betaproteobacteria,Comamonadaceae,Tolypocladium,Acidovorax,Burkholderiales,Proteobacteria,Bacteria
Acidovorax,Betaproteobacteria,Comamonadaceae,Trichoderma,Acidovorax,Burkholderiales,Proteobacteria,Bacteria
Acinetobacter,Gammaproteobacteria,Moraxellaceae,Beauveria,Acinetobacter,Moraxellales,Proteobacteria,Bacteria
Acinetobacter,Gammaproteobacteria,Moraxellaceae,Ganoderma,Acinetobacter,Moraxellales,Proteobacteria,Bacteria
Acinetobacter,Gammaproteobacteria,Moraxellaceae,Hypsizygus,Acinetobacter,Moraxellales,Proteobacteria,Bacteria
Acinetobacter,Gammaproteobacteria,Moraxellaceae,Penicillium,Acinetobacter,Moraxellales,Proteobacteria,Bacteria
Acinetobacter,Gammaproteobacteria,Moraxellaceae,Pestalotiopsis,Acinetobacter,Moraxellales,Proteobacteria,Bacteria
Acinetobacter,Gammaproteobacteria,Moraxellaceae,Pleurotus,Acinetobacter,Moraxellales,Proteobacteria,Bacteria
Acinetobacter,Gammaproteobacteria,Moraxellaceae,Purpureocillium,Acinetobacter,Moraxellales,Proteobacteria,Bacteria
Acinetobacter,Gammaproteobacteria,Moraxellaceae,Stropharia,Acinetobacter,Moraxellales,Proteobacteria,Bacteria
Acinetobacter,Gammaproteobacteria,Moraxellaceae,Suillus,Acinetobacter,Moraxellales,Proteobacteria,Bacteria
Acinetobacter,Gammaproteobacteria,Moraxellaceae,Trametes,Acinetobacter,Moraxellales,Proteobacteria,Bacteria
Actinobacillus,Gammaproteobacteria,Pasteurellaceae,Pseudogymnoascus,Actinobacillus,Pasteurellales,Proteobacteria,Bacteria
Actinobacillus,Gammaproteobacteria,Pasteurellaceae,Tranzscheliella,Actinobacillus,Pasteurellales,Proteobacteria,Bacteria
Actinokineospora,Actinomycetia,Pseudonocardiaceae,Fusarium,Actinokineospora,Pseudonocardiales,Actinobacteria,Bacteria
Actinomadura,Actinomycetia,Thermomonosporaceae,Pleurotus,Actinomadura,Streptosporangiales,Actinobacteria,Bacteria
Actinomyces,Actinomycetia,Actinomycetaceae,Alternaria,Actinomyces,Actinomycetales,Actinobacteria,Bacteria
Actinomyces,Actinomycetia,Actinomycetaceae,Auxarthron,Actinomyces,Actinomycetales,Actinobacteria,Bacteria
Actinomyces,Actinomycetia,Actinomycetaceae,Beauveria,Actinomyces,Actinomycetales,Actinobacteria,Bacteria
Actinomyces,Actinomycetia,Actinomycetaceae,Cladosporium,Actinomyces,Actinomycetales,Actinobacteria,Bacteria
Actinomyces,Actinomycetia,Actinomycetaceae,Clonostachys,Actinomyces,Actinomycetales,Actinobacteria,Bacteria
Actinomyces,Actinomycetia,Actinomycetaceae,Coniella,Actinomyces,Actinomycetales,Actinobacteria,Bacteria
Actinomyces,Actinomycetia,Actinomycetaceae,Coniochaeta,Actinomyces,Actinomycetales,Actinobacteria,Bacteria
Actinomyces,Actinomycetia,Actinomycetaceae,Epicoccum,Actinomyces,Actinomycetales,Actinobacteria,Bacteria
Actinomyces,Actinomycetia,Actinomycetaceae,Fistulina,Actinomyces,Actinomycetales,Actinobacteria,Bacteria
Actinomyces,Actinomycetia,Actinomycetaceae,Fusarium,Actinomyces,Actinomycetales,Actinobacteria,Bacteria
Actinomyces,Actinomycetia,Actinomycetaceae,Gaeumannomyces,Actinomyces,Actinomycetales,Actinobacteria,Bacteria
Actinomyces,Actinomycetia,Actinomycetaceae,Grifola,Actinomyces,Actinomycetales,Actinobacteria,Bacteria
Actinomyces,Actinomycetia,Actinomycetaceae,Gyrodon,Actinomyces,Actinomycetales,Actinobacteria,Bacteria
Actinomyces,Actinomycetia,Actinomycetaceae,Hypsizygus,Actinomyces,Actinomycetales,Actinobacteria,Bacteria
Actinomyces,Actinomycetia,Actinomycetaceae,Ilyonectria,Actinomyces,Actinomycetales,Actinobacteria,Bacteria
Actinomyces,Actinomycetia,Actinomycetaceae,Laetiporus,Actinomyces,Actinomycetales,Actinobacteria,Bacteria
Actinomyces,Actinomycetia,Actinomycetaceae,Mortierella,Actinomyces,Actinomycetales,Actinobacteria,Bacteria
Actinomyces,Actinomycetia,Actinomycetaceae,Mucor,Actinomyces,Actinomycetales,Actinobacteria,Bacteria
Actinomyces,Actinomycetia,Actinomycetaceae,Penicillium,Actinomyces,Actinomycetales,Actinobacteria,Bacteria
Actinomyces,Actinomycetia,Actinomycetaceae,Phaeomoniella,Actinomyces,Actinomycetales,Actinobacteria,Bacteria
Actinomyces,Actinomycetia,Actinomycetaceae,Plectosphaerella,Actinomyces,Actinomycetales,Actinobacteria,Bacteria
Actinomyces,Actinomycetia,Actinomycetaceae,Pleurotus,Actinomyces,Actinomycetales,Actinobacteria,Bacteria
Actinomyces,Actinomycetia,Actinomycetaceae,Podila,Actinomyces,Actinomycetales,Actinobacteria,Bacteria
Actinomyces,Actinomycetia,Actinomycetaceae,Polyporus,Actinomyces,Actinomycetales,Actinobacteria,Bacteria
Actinomyces,Actinomycetia,Actinomycetaceae,Pseudogymnoascus,Actinomyces,Actinomycetales,Actinobacteria,Bacteria
Actinomyces,Actinomycetia,Actinomycetaceae,Rhizopogon,Actinomyces,Actinomycetales,Actinobacteria,Bacteria
Actinomyces,Actinomycetia,Actinomycetaceae,Schizosaccharomyces,Actinomyces,Actinomycetales,Actinobacteria,Bacteria
Actinomyces,Actinomycetia,Actinomycetaceae,Stanjemonium,Actinomyces,Actinomycetales,Actinobacteria,Bacteria
Actinomyces,Actinomycetia,Actinomycetaceae,Trametes,Actinomyces,Actinomycetales,Actinobacteria,Bacteria
Actinomyces,Actinomycetia,Actinomycetaceae,Tranzscheliella,Actinomyces,Actinomycetales,Actinobacteria,Bacteria
Actinomyces,Actinomycetia,Actinomycetaceae,Trichoderma,Actinomyces,Actinomycetales,Actinobacteria,Bacteria
Actinomyces,Actinomycetia,Actinomycetaceae,Truncatella,Actinomyces,Actinomycetales,Actinobacteria,Bacteria
Actinomyces,Actinomycetia,Actinomycetaceae,Vanrija,Actinomyces,Actinomycetales,Actinobacteria,Bacteria
Actinomyces,Actinomycetia,Actinomycetaceae,Verticillium,Actinomyces,Actinomycetales,Actinobacteria,Bacteria
Actinomycetospora,Actinomycetia,Pseudonocardiaceae,Beauveria,Actinomycetospora,Pseudonocardiales,Actinobacteria,Bacteria
Actinomycetospora,Actinomycetia,Pseudonocardiaceae,Gaeumannomyces,Actinomycetospora,Pseudonocardiales,Actinobacteria,Bacteria
Actinomycetospora,Actinomycetia,Pseudonocardiaceae,Pleurotus,Actinomycetospora,Pseudonocardiales,Actinobacteria,Bacteria
Actinomycetospora,Actinomycetia,Pseudonocardiaceae,Trichoderma,Actinomycetospora,Pseudonocardiales,Actinobacteria,Bacteria
Actinoplanes,Actinomycetia,Micromonosporaceae,Botrytis,Actinoplanes,Micromonosporales,Actinobacteria,Bacteria
Actinoplanes,Actinomycetia,Micromonosporaceae,Epicoccum,Actinoplanes,Micromonosporales,Actinobacteria,Bacteria
Actinoplanes,Actinomycetia,Micromonosporaceae,Schizosaccharomyces,Actinoplanes,Micromonosporales,Actinobacteria,Bacteria
Actinoplanes,Actinomycetia,Micromonosporaceae,Sparassis,Actinoplanes,Micromonosporales,Actinobacteria,Bacteria
Actinoplanes,Actinomycetia,Micromonosporaceae,Trametes,Actinoplanes,Micromonosporales,Actinobacteria,Bacteria
