Bacterial_associate_taxa,Class,Family,Fungal_host_taxa,Genus,Order,Phylum,Superkingdom
Aquabacterium,Betaproteobacteria,Aquabacterium,Mortierella,NA,Burkholderiales,Proteobacteria,Bacteria
Aquabacterium,Betaproteobacteria,Aquabacterium,Mucor,NA,Burkholderiales,Proteobacteria,Bacteria
Aquabacterium,Betaproteobacteria,Aquabacterium,Omphalotus,NA,Burkholderiales,Proteobacteria,Bacteria
Aquabacterium,Betaproteobacteria,Aquabacterium,Panellus,NA,Burkholderiales,Proteobacteria,Bacteria
Aquabacterium,Betaproteobacteria,Aquabacterium,Penicillium,NA,Burkholderiales,Proteobacteria,Bacteria
Aquabacterium,Betaproteobacteria,Aquabacterium,Phaeoacremonium,NA,Burkholderiales,Proteobacteria,Bacteria
Aquabacterium,Betaproteobacteria,Aquabacterium,Phaeomoniella,NA,Burkholderiales,Proteobacteria,Bacteria
Aquabacterium,Betaproteobacteria,Aquabacterium,Pleurotus,NA,Burkholderiales,Proteobacteria,Bacteria
Aquabacterium,Betaproteobacteria,Aquabacterium,Polyporus,NA,Burkholderiales,Proteobacteria,Bacteria
Aquabacterium,Betaproteobacteria,Aquabacterium,Pseudogymnoascus,NA,Burkholderiales,Proteobacteria,Bacteria
Aquabacterium,Betaproteobacteria,Aquabacterium,Purpureocillium,NA,Burkholderiales,Proteobacteria,Bacteria
Aquabacterium,Betaproteobacteria,Aquabacterium,Rhizopogon,NA,Burkholderiales,Proteobacteria,Bacteria
Aquabacterium,Betaproteobacteria,Aquabacterium,Schizosaccharomyces,NA,Burkholderiales,Proteobacteria,Bacteria
Aquabacterium,Betaproteobacteria,Aquabacterium,Sordaria,NA,Burkholderiales,Proteobacteria,Bacteria
Aquabacterium,Betaproteobacteria,Aquabacterium,Sparassis,NA,Burkholderiales,Proteobacteria,Bacteria
Aquabacterium,Betaproteobacteria,Aquabacterium,Stereum,NA,Burkholderiales,Proteobacteria,Bacteria
Aquabacterium,Betaproteobacteria,Aquabacterium,Stropharia,NA,Burkholderiales,Proteobacteria,Bacteria
Aquabacterium,Betaproteobacteria,Aquabacterium,Tolypocladium,NA,Burkholderiales,Proteobacteria,Bacteria
Aquabacterium,Betaproteobacteria,Aquabacterium,Trametes,NA,Burkholderiales,Proteobacteria,Bacteria
Aquabacterium,Betaproteobacteria,Aquabacterium,Trichoderma,NA,Burkholderiales,Proteobacteria,Bacteria
Aquabacterium,Betaproteobacteria,Aquabacterium,Umbelopsis,NA,Burkholderiales,Proteobacteria,Bacteria
Aquamicrobium,Alphaproteobacteria,Phyllobacteriaceae,Basidiobolus,Aquamicrobium,Hyphomicrobiales,Proteobacteria,Bacteria
Aquamicrobium,Alphaproteobacteria,Phyllobacteriaceae,Fusarium,Aquamicrobium,Hyphomicrobiales,Proteobacteria,Bacteria
Aquamicrobium,Alphaproteobacteria,Phyllobacteriaceae,Trametes,Aquamicrobium,Hyphomicrobiales,Proteobacteria,Bacteria
Aquicella,Gammaproteobacteria,Coxiellaceae,Trichoderma,Aquicella,Legionellales,Proteobacteria,Bacteria
Aquimonas,Gammaproteobacteria,Rhodanobacteraceae,Hebeloma,Aquimonas,Xanthomonadales,Proteobacteria,Bacteria
Aquipuribacter,Actinomycetia,Intrasporangiaceae,Macrolepiota,Aquipuribacter,Micrococcales,Actinobacteria,Bacteria
Arcobacter,Epsilonproteobacteria,Arcobacteraceae,Gaeumannomyces,Arcobacter,Campylobacterales,Proteobacteria,Bacteria
Arcobacter,Epsilonproteobacteria,Arcobacteraceae,Gyrodon,Arcobacter,Campylobacterales,Proteobacteria,Bacteria
Arcobacter,Epsilonproteobacteria,Arcobacteraceae,Mucor,Arcobacter,Campylobacterales,Proteobacteria,Bacteria
Arcobacter,Epsilonproteobacteria,Arcobacteraceae,Pleurotus,Arcobacter,Campylobacterales,Proteobacteria,Bacteria
Arcticibacter,Sphingobacteriia,Sphingobacteriaceae,Morchella,Arcticibacter,Sphingobacteriales,Bacteroidota,Bacteria
Arcticibacter,Sphingobacteriia,Sphingobacteriaceae,Mucor,Arcticibacter,Sphingobacteriales,Bacteroidota,Bacteria
Arenimonas,Gammaproteobacteria,Xanthomonadaceae,Epicoccum,Arenimonas,Xanthomonadales,Proteobacteria,Bacteria
Arenimonas,Gammaproteobacteria,Xanthomonadaceae,Fusarium,Arenimonas,Xanthomonadales,Proteobacteria,Bacteria
Aridibacter,Blastocatellia,Blastocatellaceae,Pleurotus,Aridibacter,Blastocatellales,Acidobacteria,Bacteria
Arsenicicoccus,Actinomycetia,Intrasporangiaceae,Trichoderma,Arsenicicoccus,Micrococcales,Actinobacteria,Bacteria
Arthrobacter,Actinomycetia,Micrococcaceae,Acremonium,Arthrobacter,Micrococcales,Actinobacteria,Bacteria
Arthrobacter,Actinomycetia,Micrococcaceae,Alternaria,Arthrobacter,Micrococcales,Actinobacteria,Bacteria
Arthrobacter,Actinomycetia,Micrococcaceae,Aspergillus,Arthrobacter,Micrococcales,Actinobacteria,Bacteria
Arthrobacter,Actinomycetia,Micrococcaceae,Beauveria,Arthrobacter,Micrococcales,Actinobacteria,Bacteria
Arthrobacter,Actinomycetia,Micrococcaceae,Cladosporium,Arthrobacter,Micrococcales,Actinobacteria,Bacteria
Arthrobacter,Actinomycetia,Micrococcaceae,Clonostachys,Arthrobacter,Micrococcales,Actinobacteria,Bacteria
Arthrobacter,Actinomycetia,Micrococcaceae,Conidiobolus,Arthrobacter,Micrococcales,Actinobacteria,Bacteria
Arthrobacter,Actinomycetia,Micrococcaceae,Coniella,Arthrobacter,Micrococcales,Actinobacteria,Bacteria
Arthrobacter,Actinomycetia,Micrococcaceae,Coniochaeta,Arthrobacter,Micrococcales,Actinobacteria,Bacteria
Arthrobacter,Actinomycetia,Micrococcaceae,Coprinellus,Arthrobacter,Micrococcales,Actinobacteria,Bacteria
Arthrobacter,Actinomycetia,Micrococcaceae,Coprinus,Arthrobacter,Micrococcales,Actinobacteria,Bacteria
Arthrobacter,Actinomycetia,Micrococcaceae,Epicoccum,Arthrobacter,Micrococcales,Actinobacteria,Bacteria
Arthrobacter,Actinomycetia,Micrococcaceae,Fomitiporia,Arthrobacter,Micrococcales,Actinobacteria,Bacteria
Arthrobacter,Actinomycetia,Micrococcaceae,Fusarium,Arthrobacter,Micrococcales,Actinobacteria,Bacteria
Arthrobacter,Actinomycetia,Micrococcaceae,Gaeumannomyces,Arthrobacter,Micrococcales,Actinobacteria,Bacteria
Arthrobacter,Actinomycetia,Micrococcaceae,Gyrodon,Arthrobacter,Micrococcales,Actinobacteria,Bacteria
Arthrobacter,Actinomycetia,Micrococcaceae,Ilyonectria,Arthrobacter,Micrococcales,Actinobacteria,Bacteria
Arthrobacter,Actinomycetia,Micrococcaceae,Kuehneromyces,Arthrobacter,Micrococcales,Actinobacteria,Bacteria
Arthrobacter,Actinomycetia,Micrococcaceae,Laetiporus,Arthrobacter,Micrococcales,Actinobacteria,Bacteria
Arthrobacter,Actinomycetia,Micrococcaceae,Morchella,Arthrobacter,Micrococcales,Actinobacteria,Bacteria
Arthrobacter,Actinomycetia,Micrococcaceae,Mortierella,Arthrobacter,Micrococcales,Actinobacteria,Bacteria
Arthrobacter,Actinomycetia,Micrococcaceae,Mucor,Arthrobacter,Micrococcales,Actinobacteria,Bacteria
Arthrobacter,Actinomycetia,Micrococcaceae,Nothophoma,Arthrobacter,Micrococcales,Actinobacteria,Bacteria
Arthrobacter,Actinomycetia,Micrococcaceae,Penicillium,Arthrobacter,Micrococcales,Actinobacteria,Bacteria
Arthrobacter,Actinomycetia,Micrococcaceae,Pleurotus,Arthrobacter,Micrococcales,Actinobacteria,Bacteria
Arthrobacter,Actinomycetia,Micrococcaceae,Podila,Arthrobacter,Micrococcales,Actinobacteria,Bacteria
Arthrobacter,Actinomycetia,Micrococcaceae,Polyporus,Arthrobacter,Micrococcales,Actinobacteria,Bacteria
Arthrobacter,Actinomycetia,Micrococcaceae,Pseudogymnoascus,Arthrobacter,Micrococcales,Actinobacteria,Bacteria
Arthrobacter,Actinomycetia,Micrococcaceae,Purpureocillium,Arthrobacter,Micrococcales,Actinobacteria,Bacteria
Arthrobacter,Actinomycetia,Micrococcaceae,Rhizopogon,Arthrobacter,Micrococcales,Actinobacteria,Bacteria
Arthrobacter,Actinomycetia,Micrococcaceae,Rhizopus,Arthrobacter,Micrococcales,Actinobacteria,Bacteria
Arthrobacter,Actinomycetia,Micrococcaceae,Suillus,Arthrobacter,Micrococcales,Actinobacteria,Bacteria
Arthrobacter,Actinomycetia,Micrococcaceae,Trametes,Arthrobacter,Micrococcales,Actinobacteria,Bacteria
Arthrobacter,Actinomycetia,Micrococcaceae,Tranzscheliella,Arthrobacter,Micrococcales,Actinobacteria,Bacteria
Arthrobacter,Actinomycetia,Micrococcaceae,Trichoderma,Arthrobacter,Micrococcales,Actinobacteria,Bacteria
Arthrobacter,Actinomycetia,Micrococcaceae,Truncatella,Arthrobacter,Micrococcales,Actinobacteria,Bacteria
Arthrobacter,Actinomycetia,Micrococcaceae,Umbelopsis,Arthrobacter,Micrococcales,Actinobacteria,Bacteria
Asanoa,Actinomycetia,Micromonosporaceae,Fusarium,Asanoa,Micromonosporales,Actinobacteria,Bacteria
Asticcacaulis,Alphaproteobacteria,Caulobacteraceae,Aspergillus,Asticcacaulis,Caulobacterales,Proteobacteria,Bacteria
Asticcacaulis,Alphaproteobacteria,Caulobacteraceae,Laccaria,Asticcacaulis,Caulobacterales,Proteobacteria,Bacteria
Atopobium,Coriobacteriia,Atopobiaceae,Acremonium,Atopobium,Coriobacteriales,Actinobacteria,Bacteria
Atopobium,Coriobacteriia,Atopobiaceae,Alternaria,Atopobium,Coriobacteriales,Actinobacteria,Bacteria
Atopobium,Coriobacteriia,Atopobiaceae,Aspergillus,Atopobium,Coriobacteriales,Actinobacteria,Bacteria
Atopobium,Coriobacteriia,Atopobiaceae,Epicoccum,Atopobium,Coriobacteriales,Actinobacteria,Bacteria
Atopobium,Coriobacteriia,Atopobiaceae,Gyrodon,Atopobium,Coriobacteriales,Actinobacteria,Bacteria
Atopobium,Coriobacteriia,Atopobiaceae,Mucor,Atopobium,Coriobacteriales,Actinobacteria,Bacteria
Atopobium,Coriobacteriia,Atopobiaceae,Nothophoma,Atopobium,Coriobacteriales,Actinobacteria,Bacteria
Atopobium,Coriobacteriia,Atopobiaceae,Plectosphaerella,Atopobium,Coriobacteriales,Actinobacteria,Bacteria
Atopostipes,Bacilli,Carnobacteriaceae,Acremonium,Atopostipes,Lactobacillales,Firmicutes,Bacteria
Atopostipes,Bacilli,Carnobacteriaceae,Agrocybe,Atopostipes,Lactobacillales,Firmicutes,Bacteria
Atopostipes,Bacilli,Carnobacteriaceae,Alternaria,Atopostipes,Lactobacillales,Firmicutes,Bacteria
Atopostipes,Bacilli,Carnobacteriaceae,Aspergillus,Atopostipes,Lactobacillales,Firmicutes,Bacteria
Atopostipes,Bacilli,Carnobacteriaceae,Basidiobolus,Atopostipes,Lactobacillales,Firmicutes,Bacteria
Atopostipes,Bacilli,Carnobacteriaceae,Beauveria,Atopostipes,Lactobacillales,Firmicutes,Bacteria
Atopostipes,Bacilli,Carnobacteriaceae,Botrytis,Atopostipes,Lactobacillales,Firmicutes,Bacteria
Atopostipes,Bacilli,Carnobacteriaceae,Coniella,Atopostipes,Lactobacillales,Firmicutes,Bacteria
Atopostipes,Bacilli,Carnobacteriaceae,Coprinellus,Atopostipes,Lactobacillales,Firmicutes,Bacteria
Atopostipes,Bacilli,Carnobacteriaceae,Coprinus,Atopostipes,Lactobacillales,Firmicutes,Bacteria
Atopostipes,Bacilli,Carnobacteriaceae,Fistulina,Atopostipes,Lactobacillales,Firmicutes,Bacteria
Atopostipes,Bacilli,Carnobacteriaceae,Fomitiporia,Atopostipes,Lactobacillales,Firmicutes,Bacteria
Atopostipes,Bacilli,Carnobacteriaceae,Fusarium,Atopostipes,Lactobacillales,Firmicutes,Bacteria
Atopostipes,Bacilli,Carnobacteriaceae,Gaeumannomyces,Atopostipes,Lactobacillales,Firmicutes,Bacteria
Atopostipes,Bacilli,Carnobacteriaceae,Ganoderma,Atopostipes,Lactobacillales,Firmicutes,Bacteria
Atopostipes,Bacilli,Carnobacteriaceae,Grifola,Atopostipes,Lactobacillales,Firmicutes,Bacteria
Atopostipes,Bacilli,Carnobacteriaceae,Kuehneromyces,Atopostipes,Lactobacillales,Firmicutes,Bacteria
Atopostipes,Bacilli,Carnobacteriaceae,Laccaria,Atopostipes,Lactobacillales,Firmicutes,Bacteria
Atopostipes,Bacilli,Carnobacteriaceae,Laetiporus,Atopostipes,Lactobacillales,Firmicutes,Bacteria
Atopostipes,Bacilli,Carnobacteriaceae,Penicillium,Atopostipes,Lactobacillales,Firmicutes,Bacteria
Atopostipes,Bacilli,Carnobacteriaceae,Phaeoacremonium,Atopostipes,Lactobacillales,Firmicutes,Bacteria
Atopostipes,Bacilli,Carnobacteriaceae,Pleurotus,Atopostipes,Lactobacillales,Firmicutes,Bacteria
Atopostipes,Bacilli,Carnobacteriaceae,Rhizopogon,Atopostipes,Lactobacillales,Firmicutes,Bacteria
Atopostipes,Bacilli,Carnobacteriaceae,Stropharia,Atopostipes,Lactobacillales,Firmicutes,Bacteria
Atopostipes,Bacilli,Carnobacteriaceae,Trametes,Atopostipes,Lactobacillales,Firmicutes,Bacteria
Atopostipes,Bacilli,Carnobacteriaceae,Trichoderma,Atopostipes,Lactobacillales,Firmicutes,Bacteria
Aureimonas,Alphaproteobacteria,Aurantimonadaceae,Acremonium,Aureimonas,Hyphomicrobiales,Proteobacteria,Bacteria
Aureimonas,Alphaproteobacteria,Aurantimonadaceae,Agrocybe,Aureimonas,Hyphomicrobiales,Proteobacteria,Bacteria
Aureimonas,Alphaproteobacteria,Aurantimonadaceae,Alternaria,Aureimonas,Hyphomicrobiales,Proteobacteria,Bacteria
Aureimonas,Alphaproteobacteria,Aurantimonadaceae,Aspergillus,Aureimonas,Hyphomicrobiales,Proteobacteria,Bacteria
Aureimonas,Alphaproteobacteria,Aurantimonadaceae,Basidiobolus,Aureimonas,Hyphomicrobiales,Proteobacteria,Bacteria
Aureimonas,Alphaproteobacteria,Aurantimonadaceae,Beauveria,Aureimonas,Hyphomicrobiales,Proteobacteria,Bacteria
Aureimonas,Alphaproteobacteria,Aurantimonadaceae,Botrytis,Aureimonas,Hyphomicrobiales,Proteobacteria,Bacteria
Aureimonas,Alphaproteobacteria,Aurantimonadaceae,Ceratobasidium,Aureimonas,Hyphomicrobiales,Proteobacteria,Bacteria
Aureimonas,Alphaproteobacteria,Aurantimonadaceae,Chaetomium,Aureimonas,Hyphomicrobiales,Proteobacteria,Bacteria
Aureimonas,Alphaproteobacteria,Aurantimonadaceae,Conidiobolus,Aureimonas,Hyphomicrobiales,Proteobacteria,Bacteria
Aureimonas,Alphaproteobacteria,Aurantimonadaceae,Coniella,Aureimonas,Hyphomicrobiales,Proteobacteria,Bacteria
Aureimonas,Alphaproteobacteria,Aurantimonadaceae,Coniochaeta,Aureimonas,Hyphomicrobiales,Proteobacteria,Bacteria
Aureimonas,Alphaproteobacteria,Aurantimonadaceae,Coprinellus,Aureimonas,Hyphomicrobiales,Proteobacteria,Bacteria
Aureimonas,Alphaproteobacteria,Aurantimonadaceae,Coprinus,Aureimonas,Hyphomicrobiales,Proteobacteria,Bacteria
Aureimonas,Alphaproteobacteria,Aurantimonadaceae,Epicoccum,Aureimonas,Hyphomicrobiales,Proteobacteria,Bacteria
Aureimonas,Alphaproteobacteria,Aurantimonadaceae,Fomitiporia,Aureimonas,Hyphomicrobiales,Proteobacteria,Bacteria
Aureimonas,Alphaproteobacteria,Aurantimonadaceae,Fusarium,Aureimonas,Hyphomicrobiales,Proteobacteria,Bacteria
Aureimonas,Alphaproteobacteria,Aurantimonadaceae,Gaeumannomyces,Aureimonas,Hyphomicrobiales,Proteobacteria,Bacteria
Aureimonas,Alphaproteobacteria,Aurantimonadaceae,Ganoderma,Aureimonas,Hyphomicrobiales,Proteobacteria,Bacteria
Aureimonas,Alphaproteobacteria,Aurantimonadaceae,Grifola,Aureimonas,Hyphomicrobiales,Proteobacteria,Bacteria
Aureimonas,Alphaproteobacteria,Aurantimonadaceae,Gyrodon,Aureimonas,Hyphomicrobiales,Proteobacteria,Bacteria
Aureimonas,Alphaproteobacteria,Aurantimonadaceae,Hebeloma,Aureimonas,Hyphomicrobiales,Proteobacteria,Bacteria
Aureimonas,Alphaproteobacteria,Aurantimonadaceae,Hericium,Aureimonas,Hyphomicrobiales,Proteobacteria,Bacteria
Aureimonas,Alphaproteobacteria,Aurantimonadaceae,Hypsizygus,Aureimonas,Hyphomicrobiales,Proteobacteria,Bacteria
Aureimonas,Alphaproteobacteria,Aurantimonadaceae,Infundibulicybe,Aureimonas,Hyphomicrobiales,Proteobacteria,Bacteria
Aureimonas,Alphaproteobacteria,Aurantimonadaceae,Kuehneromyces,Aureimonas,Hyphomicrobiales,Proteobacteria,Bacteria
Aureimonas,Alphaproteobacteria,Aurantimonadaceae,Laetiporus,Aureimonas,Hyphomicrobiales,Proteobacteria,Bacteria
Aureimonas,Alphaproteobacteria,Aurantimonadaceae,Lepista,Aureimonas,Hyphomicrobiales,Proteobacteria,Bacteria
Aureimonas,Alphaproteobacteria,Aurantimonadaceae,Lyophyllum,Aureimonas,Hyphomicrobiales,Proteobacteria,Bacteria
Aureimonas,Alphaproteobacteria,Aurantimonadaceae,Marasmius,Aureimonas,Hyphomicrobiales,Proteobacteria,Bacteria
Aureimonas,Alphaproteobacteria,Aurantimonadaceae,Morchella,Aureimonas,Hyphomicrobiales,Proteobacteria,Bacteria
Aureimonas,Alphaproteobacteria,Aurantimonadaceae,Mucor,Aureimonas,Hyphomicrobiales,Proteobacteria,Bacteria
Aureimonas,Alphaproteobacteria,Aurantimonadaceae,Omphalotus,Aureimonas,Hyphomicrobiales,Proteobacteria,Bacteria
Aureimonas,Alphaproteobacteria,Aurantimonadaceae,Panellus,Aureimonas,Hyphomicrobiales,Proteobacteria,Bacteria
Aureimonas,Alphaproteobacteria,Aurantimonadaceae,Penicillium,Aureimonas,Hyphomicrobiales,Proteobacteria,Bacteria
Aureimonas,Alphaproteobacteria,Aurantimonadaceae,Phaeoacremonium,Aureimonas,Hyphomicrobiales,Proteobacteria,Bacteria
Aureimonas,Alphaproteobacteria,Aurantimonadaceae,Pleurotus,Aureimonas,Hyphomicrobiales,Proteobacteria,Bacteria
Aureimonas,Alphaproteobacteria,Aurantimonadaceae,Polyporus,Aureimonas,Hyphomicrobiales,Proteobacteria,Bacteria
Aureimonas,Alphaproteobacteria,Aurantimonadaceae,Psathyrella,Aureimonas,Hyphomicrobiales,Proteobacteria,Bacteria
Aureimonas,Alphaproteobacteria,Aurantimonadaceae,Purpureocillium,Aureimonas,Hyphomicrobiales,Proteobacteria,Bacteria
Aureimonas,Alphaproteobacteria,Aurantimonadaceae,Rhizopogon,Aureimonas,Hyphomicrobiales,Proteobacteria,Bacteria
Aureimonas,Alphaproteobacteria,Aurantimonadaceae,Schizosaccharomyces,Aureimonas,Hyphomicrobiales,Proteobacteria,Bacteria
Aureimonas,Alphaproteobacteria,Aurantimonadaceae,Sordaria,Aureimonas,Hyphomicrobiales,Proteobacteria,Bacteria
Aureimonas,Alphaproteobacteria,Aurantimonadaceae,Stropharia,Aureimonas,Hyphomicrobiales,Proteobacteria,Bacteria
Aureimonas,Alphaproteobacteria,Aurantimonadaceae,Tolypocladium,Aureimonas,Hyphomicrobiales,Proteobacteria,Bacteria
Aureimonas,Alphaproteobacteria,Aurantimonadaceae,Trametes,Aureimonas,Hyphomicrobiales,Proteobacteria,Bacteria
Aureimonas,Alphaproteobacteria,Aurantimonadaceae,Trichoderma,Aureimonas,Hyphomicrobiales,Proteobacteria,Bacteria
Aureimonas,Alphaproteobacteria,Aurantimonadaceae,Truncatella,Aureimonas,Hyphomicrobiales,Proteobacteria,Bacteria
Azoarcus,Betaproteobacteria,Zoogloeaceae,Acremonium,Azoarcus,Rhodocyclales,Proteobacteria,Bacteria
Azohydromonas,Betaproteobacteria,Sphaerotilaceae,Coprinellus,Azohydromonas,Burkholderiales,Proteobacteria,Bacteria
Azospirillum,Alphaproteobacteria,Azospirillaceae,Acremonium,Azospirillum,Rhodospirillales,Proteobacteria,Bacteria
Azospirillum,Alphaproteobacteria,Azospirillaceae,Agrocybe,Azospirillum,Rhodospirillales,Proteobacteria,Bacteria
Azospirillum,Alphaproteobacteria,Azospirillaceae,Alternaria,Azospirillum,Rhodospirillales,Proteobacteria,Bacteria
Azospirillum,Alphaproteobacteria,Azospirillaceae,Armillaria,Azospirillum,Rhodospirillales,Proteobacteria,Bacteria
Azospirillum,Alphaproteobacteria,Azospirillaceae,Aspergillus,Azospirillum,Rhodospirillales,Proteobacteria,Bacteria
Azospirillum,Alphaproteobacteria,Azospirillaceae,Basidiobolus,Azospirillum,Rhodospirillales,Proteobacteria,Bacteria
Azospirillum,Alphaproteobacteria,Azospirillaceae,Beauveria,Azospirillum,Rhodospirillales,Proteobacteria,Bacteria
Azospirillum,Alphaproteobacteria,Azospirillaceae,Botrytis,Azospirillum,Rhodospirillales,Proteobacteria,Bacteria
Azospirillum,Alphaproteobacteria,Azospirillaceae,Calcarisporium,Azospirillum,Rhodospirillales,Proteobacteria,Bacteria
Azospirillum,Alphaproteobacteria,Azospirillaceae,Chaetomium,Azospirillum,Rhodospirillales,Proteobacteria,Bacteria
Azospirillum,Alphaproteobacteria,Azospirillaceae,Conidiobolus,Azospirillum,Rhodospirillales,Proteobacteria,Bacteria
Azospirillum,Alphaproteobacteria,Azospirillaceae,Coniella,Azospirillum,Rhodospirillales,Proteobacteria,Bacteria
Azospirillum,Alphaproteobacteria,Azospirillaceae,Coprinellus,Azospirillum,Rhodospirillales,Proteobacteria,Bacteria
Azospirillum,Alphaproteobacteria,Azospirillaceae,Coprinus,Azospirillum,Rhodospirillales,Proteobacteria,Bacteria
Azospirillum,Alphaproteobacteria,Azospirillaceae,Epicoccum,Azospirillum,Rhodospirillales,Proteobacteria,Bacteria
Azospirillum,Alphaproteobacteria,Azospirillaceae,Fistulina,Azospirillum,Rhodospirillales,Proteobacteria,Bacteria
Azospirillum,Alphaproteobacteria,Azospirillaceae,Fomitiporia,Azospirillum,Rhodospirillales,Proteobacteria,Bacteria
Azospirillum,Alphaproteobacteria,Azospirillaceae,Gaeumannomyces,Azospirillum,Rhodospirillales,Proteobacteria,Bacteria
Azospirillum,Alphaproteobacteria,Azospirillaceae,Ganoderma,Azospirillum,Rhodospirillales,Proteobacteria,Bacteria
Azospirillum,Alphaproteobacteria,Azospirillaceae,Grifola,Azospirillum,Rhodospirillales,Proteobacteria,Bacteria
Azospirillum,Alphaproteobacteria,Azospirillaceae,Gyrodon,Azospirillum,Rhodospirillales,Proteobacteria,Bacteria
Azospirillum,Alphaproteobacteria,Azospirillaceae,Hebeloma,Azospirillum,Rhodospirillales,Proteobacteria,Bacteria
Azospirillum,Alphaproteobacteria,Azospirillaceae,Hericium,Azospirillum,Rhodospirillales,Proteobacteria,Bacteria
Azospirillum,Alphaproteobacteria,Azospirillaceae,Hypsizygus,Azospirillum,Rhodospirillales,Proteobacteria,Bacteria
Azospirillum,Alphaproteobacteria,Azospirillaceae,Ilyonectria,Azospirillum,Rhodospirillales,Proteobacteria,Bacteria
Azospirillum,Alphaproteobacteria,Azospirillaceae,Infundibulicybe,Azospirillum,Rhodospirillales,Proteobacteria,Bacteria
Azospirillum,Alphaproteobacteria,Azospirillaceae,Kuehneromyces,Azospirillum,Rhodospirillales,Proteobacteria,Bacteria
Azospirillum,Alphaproteobacteria,Azospirillaceae,Laetiporus,Azospirillum,Rhodospirillales,Proteobacteria,Bacteria
Azospirillum,Alphaproteobacteria,Azospirillaceae,Lepista,Azospirillum,Rhodospirillales,Proteobacteria,Bacteria
Azospirillum,Alphaproteobacteria,Azospirillaceae,Lyophyllum,Azospirillum,Rhodospirillales,Proteobacteria,Bacteria
Azospirillum,Alphaproteobacteria,Azospirillaceae,Marasmius,Azospirillum,Rhodospirillales,Proteobacteria,Bacteria
Azospirillum,Alphaproteobacteria,Azospirillaceae,Morchella,Azospirillum,Rhodospirillales,Proteobacteria,Bacteria
Azospirillum,Alphaproteobacteria,Azospirillaceae,Mucor,Azospirillum,Rhodospirillales,Proteobacteria,Bacteria
Azospirillum,Alphaproteobacteria,Azospirillaceae,Omphalotus,Azospirillum,Rhodospirillales,Proteobacteria,Bacteria
Azospirillum,Alphaproteobacteria,Azospirillaceae,Panellus,Azospirillum,Rhodospirillales,Proteobacteria,Bacteria
Azospirillum,Alphaproteobacteria,Azospirillaceae,Penicillium,Azospirillum,Rhodospirillales,Proteobacteria,Bacteria
Azospirillum,Alphaproteobacteria,Azospirillaceae,Phaeoacremonium,Azospirillum,Rhodospirillales,Proteobacteria,Bacteria
Azospirillum,Alphaproteobacteria,Azospirillaceae,Pleurotus,Azospirillum,Rhodospirillales,Proteobacteria,Bacteria
Azospirillum,Alphaproteobacteria,Azospirillaceae,Polyporus,Azospirillum,Rhodospirillales,Proteobacteria,Bacteria
Azospirillum,Alphaproteobacteria,Azospirillaceae,Psathyrella,Azospirillum,Rhodospirillales,Proteobacteria,Bacteria
Azospirillum,Alphaproteobacteria,Azospirillaceae,Purpureocillium,Azospirillum,Rhodospirillales,Proteobacteria,Bacteria
Azospirillum,Alphaproteobacteria,Azospirillaceae,Rhizopogon,Azospirillum,Rhodospirillales,Proteobacteria,Bacteria
Azospirillum,Alphaproteobacteria,Azospirillaceae,Schizosaccharomyces,Azospirillum,Rhodospirillales,Proteobacteria,Bacteria
Azospirillum,Alphaproteobacteria,Azospirillaceae,Sordaria,Azospirillum,Rhodospirillales,Proteobacteria,Bacteria
Azospirillum,Alphaproteobacteria,Azospirillaceae,Stereum,Azospirillum,Rhodospirillales,Proteobacteria,Bacteria
Azospirillum,Alphaproteobacteria,Azospirillaceae,Stropharia,Azospirillum,Rhodospirillales,Proteobacteria,Bacteria
Azospirillum,Alphaproteobacteria,Azospirillaceae,Tolypocladium,Azospirillum,Rhodospirillales,Proteobacteria,Bacteria
Azospirillum,Alphaproteobacteria,Azospirillaceae,Trametes,Azospirillum,Rhodospirillales,Proteobacteria,Bacteria
Azospirillum,Alphaproteobacteria,Azospirillaceae,Trichoderma,Azospirillum,Rhodospirillales,Proteobacteria,Bacteria
Azospirillum,Alphaproteobacteria,Azospirillaceae,Truncatella,Azospirillum,Rhodospirillales,Proteobacteria,Bacteria
Bacillus,Bacilli,Bacillaceae,Acremonium,Bacillus,Bacillales,Firmicutes,Bacteria
Bacillus,Bacilli,Bacillaceae,Agrocybe,Bacillus,Bacillales,Firmicutes,Bacteria
Bacillus,Bacilli,Bacillaceae,Alternaria,Bacillus,Bacillales,Firmicutes,Bacteria
Bacillus,Bacilli,Bacillaceae,Aspergillus,Bacillus,Bacillales,Firmicutes,Bacteria
Bacillus,Bacilli,Bacillaceae,Basidiobolus,Bacillus,Bacillales,Firmicutes,Bacteria
Bacillus,Bacilli,Bacillaceae,Beauveria,Bacillus,Bacillales,Firmicutes,Bacteria
Bacillus,Bacilli,Bacillaceae,Botrytis,Bacillus,Bacillales,Firmicutes,Bacteria
Bacillus,Bacilli,Bacillaceae,Ceratobasidium,Bacillus,Bacillales,Firmicutes,Bacteria
Bacillus,Bacilli,Bacillaceae,Chaetomium,Bacillus,Bacillales,Firmicutes,Bacteria
Bacillus,Bacilli,Bacillaceae,Cladosporium,Bacillus,Bacillales,Firmicutes,Bacteria
Bacillus,Bacilli,Bacillaceae,Clonostachys,Bacillus,Bacillales,Firmicutes,Bacteria
Bacillus,Bacilli,Bacillaceae,Conidiobolus,Bacillus,Bacillales,Firmicutes,Bacteria
